id,name,description,start_date,end_time,venue_name,venue_address,location,source,source_id,url,image_url,category,price_min,price_max,created_at,updated_at
23fc3016-706e-42a1-a4d4-f67f36f65698,FleetEV National League - Cardiff Finals Day - Full Day,Sourced from predicthq.com,2025-08-03 08:30:00+00,2025-08-03 08:30:00+00,Near Cardiff Central,,0101000020E610000074B515FBCB6E09C076E09C11A5BD4940,predicthq,G284YGwWcPmwKRioyu,,,sports,,,2025-07-21 17:19:40.887774+00,2025-07-21 17:19:40.887774+00
23fda198-722b-49e2-afef-d377a73410dd,The Language of Trees,Sourced from predicthq.com - Learn the language of trees and their importance in the Qur’an & Hadith. Feel the healing power of trees in a guided Forest Bathing session.,2025-08-30 09:00:00+00,2025-08-30 17:00:00+00,Near Peterborough,,0101000020E610000062105839B4C8CEBF8B6CE7FBA9494A40,predicthq,8pimBUduGYFH6RWLe6,,,conferences,,,2025-08-03 12:00:08.155789+00,2025-08-03 12:00:08.155789+00
240d878b-50e2-4310-bece-75056275b58f,Greg Mendez,Sourced from predicthq.com,2025-08-18 18:00:00+00,2025-08-18 18:00:00+00,Near Glasgow Central,,0101000020E6100000F31FD26F5F0711C0A089B0E1E9ED4B40,predicthq,BVZ4gmVCcp2UNdnNm7,,,concerts,,,2025-07-21 17:20:22.448183+00,2025-07-21 17:20:22.448183+00
24180a2c-1063-4c0e-b09e-03515ca2c0e0,Ricky Gervais: Mortality,Sourced from predicthq.com,2025-09-02 17:30:00+00,2025-09-02 17:30:00+00,Near Manchester Piccadilly,,0101000020E61000009B559FABADD801C0BE30992A18BD4A40,predicthq,8kExT9cLh5GkCLVwNB,,,performing-arts,,,2025-08-03 12:00:36.167437+00,2025-08-03 12:00:36.167437+00
2422dca8-c719-46cd-b6db-2d0128595dae,Talking Maths in Public Conference,Sourced from predicthq.com,2025-08-27 08:00:00+00,2025-08-30 17:00:00+00,Near Coventry,,0101000020E6100000A1D634EF3845F8BF88635DDC46334A40,predicthq,4BD6SNo6LdCwuDCxcJ,,,conferences,,,2025-08-03 12:00:30.593703+00,2025-08-03 12:00:30.593703+00
242342ec-ff57-4267-9238-0a1bdd460354,Cadre Rocket in Partnership with Pinnacle House F2F Thought Leadership,Sourced from predicthq.com - We are Face to Face. Small groups of thought Leadership. We are Hosted and Sponsored by Pinnacle House Business Centre,2025-08-11 09:00:00+00,2025-08-11 11:00:00+00,Near Peterborough,,0101000020E610000062105839B4C8CEBF8B6CE7FBA9494A40,predicthq,7uHVgnv26JZQBsBpFA,,,conferences,,,2025-07-21 17:19:45.417962+00,2025-07-21 17:19:45.417962+00
242a8392-d6d9-45bc-ac6b-4676acd6e3c3,Dirt Royal,Sourced from predicthq.com,2025-08-24 17:00:00+00,2025-08-24 17:00:00+00,Near Brighton,,0101000020E6100000E9263108AC1CC2BF273108AC1C6A4940,predicthq,94D2TuRmXVMX22omat,,,concerts,,,2025-08-03 12:01:09.389385+00,2025-08-03 12:01:09.389385+00
24639034-271c-48fd-b0cc-ecc1e930b8aa,Fantastic Days 2025 - Skateboarding & Scooting  9-15  entertainment area,Sourced from predicthq.com - Free to attend childrens activities at Beechwood Park this summer.,2025-08-13 12:00:00+00,2025-08-13 14:00:00+00,Near Newport (South Wales),,0101000020E61000006A4DF38E53F407C088635DDC46CB4940,predicthq,8m7TFbyck6Ckr559p6,,,festivals,,,2025-08-03 12:00:07.367093+00,2025-08-03 12:00:07.367093+00
2477c9d6-00a6-43c5-a0cc-1e4378c7ba36,Lessons from the Wild,Sourced from predicthq.com - Lessons from the Wild is a storytelling show bringing stories from across the world that can contain more wisdom than you may realise.,2025-08-15 18:00:00+00,2025-08-15 19:00:00+00,Near Edinburgh Waverley,,0101000020E6100000C4B12E6EA38109C060E5D022DBF94B40,predicthq,5Lz8Wc7QtHUA6mwisg,,,performing-arts,,,2025-07-21 17:20:02.292548+00,2025-07-21 17:20:02.292548+00
24794846-6dc2-4cbd-8c25-b9b0ec90bf99,Rodgers & Hammerstein's Carousel,"Sourced from predicthq.com - A timeless classic, step into Rodgers & Hammerstein’s Carousel, where each turn tells a story of love, hope and redemption.",2025-08-28 18:30:00+00,2025-08-28 21:30:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,F3QwdNwgBN2vPgqcAx,,,performing-arts,,,2025-08-03 12:00:28.630233+00,2025-08-03 12:00:28.630233+00
24a3190d-53c2-4ea7-90f4-9c9444d9b817,MillersMind Pop-Up Shop,"Sourced from predicthq.com - MillersMind Pop-Up Shop – Embroidered Unisex clothing at Bobby’s & Co, Bournemouth.",2025-09-01 09:00:00+00,2025-09-01 09:00:00+00,Near Bournemouth,,0101000020E6100000E561A1D634EFFDBFBE9F1A2FDD5C4940,predicthq,8WvzbxDChJJdQgbVwT,,,expos,,,2025-08-03 11:59:43.589185+00,2025-08-03 11:59:43.589185+00
24d7adc3-e4c6-4bbd-ad25-a4ab7a8335e9,Nutrition and Yoga for Mental Health and Clarity,Sourced from predicthq.com - Come join us for a day of nourishing your body and mind through yoga and nutrition tips to boost mental health and clarity!,2025-08-31 11:00:00+00,2025-08-31 13:00:00+00,Near Edinburgh Waverley,,0101000020E6100000C4B12E6EA38109C060E5D022DBF94B40,predicthq,4bkTqbgWfNzjtWdbrR,,,conferences,,,2025-08-03 12:00:24.319007+00,2025-08-03 12:00:24.319007+00
24ec127c-c5e7-49f5-b417-4fab458b8d28,Resident DJ Nights at Coppa Club Maidenhead,"Sourced from predicthq.com - With an array of songs, ranging from old school club classics, to 70s/80s funk/soul/disco cuts, join us for our resident DJ nights.",2025-08-29 19:00:00+00,2025-08-29 22:30:00+00,Near Maidenhead,,0101000020E6100000A01A2FDD2406E7BFED0DBE3099C24940,predicthq,5JSktnn9PJcUN7DoHT,,,concerts,,,2025-08-03 11:59:50.504832+00,2025-08-03 11:59:50.504832+00
24f55a1a-a0a8-45f0-accd-7f917f52579c,The Vovos,Sourced from predicthq.com,2025-08-26 18:30:00+00,2025-08-26 18:30:00+00,Near Newport (South Wales),,0101000020E61000006A4DF38E53F407C088635DDC46CB4940,predicthq,4og8M8g8dmNbsScSpK,,,concerts,,,2025-08-03 12:00:05.095926+00,2025-08-03 12:00:05.095926+00
24fec980-214b-4912-803b-8a85d7d5550a,Google Digital Garage: South Edinburgh,Sourced from predicthq.com - Improve your digital skills to help grow your business or career with free in-person training from Google UK.,2025-08-29 09:00:00+00,2025-08-29 14:00:00+00,Near Edinburgh Waverley,,0101000020E6100000C4B12E6EA38109C060E5D022DBF94B40,predicthq,Eq7pGmQdJ4QzfBec4F,,,conferences,,,2025-08-03 12:00:25.185074+00,2025-08-03 12:00:25.185074+00
24ff2457-ba24-4928-a07f-9018f5d87433,Elf The Musical,,2025-11-20 19:00:00+00,,Aldwych Theatre,"Aldwych, London",0101000020E610000012876C205D6CBEBF367689EAADC14940,ticketmaster,tm-Zor9uZKbZL4Ze3GojZj,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.ticketmaster.co.uk%2Felf-the-musical-london-20-11-2025%2Fevent%2FZor9uZKbZL4Ze3GojZj&utm_medium=affiliate,https://s1.ticketm.net/dam/a/98d/c948c34c-6574-4e55-8238-9477dd48698d_SOURCE,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
25209bf6-353d-498b-8f49-40989557cfdc,Goldsmith Vintage Manchester Kilosale,Sourced from predicthq.com - Get ready to score some amazing vintage finds by the kilo at Goldsmith Vintage Kilosale - it's a treasure hunt you don't want to miss!,2025-08-16 09:00:00+00,2025-08-16 17:00:00+00,Near Manchester Piccadilly,,0101000020E61000009B559FABADD801C0BE30992A18BD4A40,predicthq,XNBzaXsuceALB9hPXF,,,expos,,,2025-07-21 17:20:13.413078+00,2025-07-21 17:20:13.413078+00
2534fbcb-790a-4469-87d4-6092d67fa3da,Comedy Night at The Vaults,Stand-up comedy showcase featuring rising stars and established comedians in an intimate underground venue.,2025-12-18 20:00:00+00,2025-12-18 23:00:00+00,The Vaults,"Leake St, London SE1 7NN",0101000020E61000006DE7FBA9F1D2BDBF62105839B4C04940,eventbrite,SWR-WAT-003,,https://images.unsplash.com/photo-1585699324551-f6c309eedeca?w=800,Comedy,15.00,30.00,2025-11-25 14:29:03.734538+00,2025-11-25 14:29:03.734538+00
2538f3ad-31fd-4724-803a-4e7d81dc8cd8,A Sky Full of Stars: A Tribute to Coldplay,Sourced from predicthq.com,2025-08-30 18:30:00+00,2025-08-30 18:30:00+00,Near Bath Spa,,0101000020E610000098DD938785DA02C00E4FAF9465B04940,predicthq,4AETQbrB4oPgrhRHth,,,community,,,2025-08-03 11:59:52.694129+00,2025-08-03 11:59:52.694129+00
2548126c-c4dd-48c3-a62e-f1de337efaf9,A Guy Called Gerald,Sourced from predicthq.com,2025-08-23 14:00:00+00,2025-08-23 14:00:00+00,Near Southampton Central,,0101000020E6100000FE65F7E461A1F6BFEA95B20C71744940,predicthq,4tXe4dG6SB2Dnv89JQ,,,concerts,,,2025-08-03 11:59:42.206003+00,2025-08-03 11:59:42.206003+00
255084f2-0ada-4221-bad8-745e80ba3651,League One - Rotherham United vs Cardiff City,Sourced from predicthq.com,2025-08-16 14:00:00+00,2025-08-16 14:00:00+00,Near Cardiff Central,,0101000020E610000074B515FBCB6E09C076E09C11A5BD4940,predicthq,BMeTaFsSNYMDXfduNk,,,sports,,,2025-07-21 17:19:39.596157+00,2025-07-21 17:19:39.596157+00
2587e86e-8cc9-49ea-9c47-a89c8bfe7ffd,RIOT (PARAMORE TRIBUTE) LIVE AT KAZIMIER STOCKROOM,Sourced from predicthq.com - Get ready to experience the ultimate Paramore tribute with RIOT live at Kazimier Stockroom! With special guests Dyed Pink.,2025-08-08 18:00:00+00,2025-08-08 22:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,DYyLuiwHNRHHixNpzP,,,performing-arts,,,2025-07-21 17:20:17.375954+00,2025-07-21 17:20:17.375954+00
259c3727-51fa-455f-bc59-44109eeb41bb,Scottish Cup - 2nd Preliminary Round - Carluke Rovers vs Tynecastle,Sourced from predicthq.com,2025-08-30 14:00:00+00,2025-08-30 14:00:00+00,Near Edinburgh Waverley,,0101000020E6100000C4B12E6EA38109C060E5D022DBF94B40,predicthq,3Hkx5LfXgACb5eoMdw,,,sports,,,2025-08-03 12:00:24.634182+00,2025-08-03 12:00:24.634182+00
25a9b9ef-185f-42e2-973d-85030417eb6d,THE LONG TABLE: Reflecting on Queer Up North 1992–2002 with Lois Weaver,"Sourced from predicthq.com - Manchester Histories and Queer Up North, in association with Aviva Studios, present
THE LONG TABLE with Lois Weaver",2025-09-02 17:30:00+00,2025-09-02 20:00:00+00,Near Manchester Piccadilly,,0101000020E61000009B559FABADD801C0BE30992A18BD4A40,predicthq,5vniBFupKcDdm3DsLN,,,conferences,,,2025-08-03 12:00:36.092115+00,2025-08-03 12:00:36.092115+00
25c42754-8952-4ba7-84cb-b9c3339b2aba,Bath and North East Somerset - Summer Holidays,Sourced from predicthq.com,2025-07-23 00:00:00+00,2025-09-01 23:59:59+00,Near Bath Spa,,0101000020E610000098DD938785DA02C00E4FAF9465B04940,predicthq,7XHEkw9zWKaV4dfpmG,,,school-holidays,,,2025-07-21 17:19:34.765431+00,2025-07-21 17:19:34.765431+00
25c5a1b3-0df9-43e7-9c11-6c2a46f4a4be,Sounds Out Gig,Sourced from predicthq.com - Join the 'Sounds Out' group for a party where they showcase their talents!,2025-08-02 16:00:00+00,2025-08-02 21:00:00+00,Near Preston,,0101000020E610000012A5BDC117A605C0F0164850FCE04A40,predicthq,3q4mNQ8ASras9QR2DY,,,community,,,2025-07-21 17:20:18.77394+00,2025-07-21 17:20:18.77394+00
25f04026-8ccf-45dd-a1b7-44355016fbfc,Ash,,2025-11-20 19:00:00+00,,Galvanizers SWG3,"100 Eastvale Place, Glasgow",0101000020E61000005ED6C4025F3111C0051901158EEE4B40,ticketmaster,tm-17uOvxG61XtUwky,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.ticketmaster.co.uk%2Fash-glasgow-20-11-2025%2Fevent%2F360062AFA9DB21B9&utm_medium=affiliate,https://s1.ticketm.net/dam/a/49b/e498ead1-eb40-40f2-8b51-461b0d19049b_TABLET_LANDSCAPE_LARGE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
25ff25ee-e54d-4d05-bc22-8e129fb259be,Doncaster Business Event - Expression of Interest,Sourced from predicthq.com - Learn about employment law and health & safety at our Seminar.,2025-08-27 08:30:00+00,2025-08-27 12:00:00+00,Near Doncaster,,0101000020E61000002063EE5A423EF2BFA52C431CEBC24A40,predicthq,3LdoeaxovpfNUovJD5,,,conferences,,,2025-08-03 12:00:12.31433+00,2025-08-03 12:00:12.31433+00
260e8f32-816d-44ef-baec-024885aae265,RSS International Conference,Sourced from predicthq.com,2025-09-01 08:00:00+00,2025-09-04 17:00:00+00,Near Edinburgh Waverley,,0101000020E6100000C4B12E6EA38109C060E5D022DBF94B40,predicthq,3rdoLeWuwMdQpeiPka,,,conferences,,,2025-08-03 12:00:24.156339+00,2025-08-03 12:00:24.156339+00
26299605-2bb6-4c99-97d6-4b1d26e5af1e,C4's Angry Boater (Narrow Escapes)  live in Birmingham,Sourced from predicthq.com - Deep Comedy From Shallow Waters. The former Las Vegas comic who swapped the hubbub of the City for a NICE CALM LIFE on the waterways.,2025-08-20 19:00:00+00,2025-08-20 21:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,3S8faxBjbQUusqK8Eb,,,performing-arts,,,2025-07-21 17:20:03.800519+00,2025-07-21 17:20:03.800519+00
262f1cf3-e773-4e40-9619-ab694cb8d782,FAME*FACTORY,,2025-11-20 17:00:00+00,,ExCeL,"1 Western Gateway, London",0101000020E6100000DA01D71533C29B3F7767EDB60BC14940,ticketmaster,tm-LvZ18QuAbOZtwROZvchmF,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.universe.com%2Fevents%2Ffame-factory-tickets-6DKL04%3Fref%3Dticketmaster&utm_medium=affiliate,https://s1.ticketm.net/dam/c/368/b70b1d5a-ce61-4ca9-a3c7-3381694ae368_105351_TABLET_LANDSCAPE_LARGE_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
2639d761-8e7e-420b-9f15-84fba94b0256,An evening of mediumship with Gary Peters spiritual medium,"Sourced from predicthq.com - Join us for a night of connecting with the spirit world through messages from Gary Peters, a gifted spiritual medium!",2025-08-09 18:00:00+00,2025-08-09 20:00:00+00,Near Coventry,,0101000020E6100000A1D634EF3845F8BF88635DDC46334A40,predicthq,7jGFmk9JEKrRqkMqfv,,,conferences,,,2025-08-03 12:00:31.396858+00,2025-08-03 12:00:31.396858+00
263da151-ad1f-4c67-83ab-c57b45ef412c,Magic at the Midland,Sourced from predicthq.com - Manchester's premier magic show,2025-08-17 18:30:00+00,2025-08-17 19:45:00+00,Near Manchester Piccadilly,,0101000020E61000009B559FABADD801C0BE30992A18BD4A40,predicthq,BreHu8Pf6inQt5ASec,,,performing-arts,,,2025-07-21 17:20:12.479279+00,2025-07-21 17:20:12.479279+00
26511517-36f9-4336-9d5c-2e0a1ca697b1,Inspiring leadership Conference,"Sourced from predicthq.com - Share are thrilled to announce the return of the highly anticipated Inspiring Leadership Conference, taking place on 20th of August 2025",2025-08-20 08:00:00+00,2025-08-20 15:00:00+00,Near Glasgow Central,,0101000020E6100000F31FD26F5F0711C0A089B0E1E9ED4B40,predicthq,L5zyMCfT9CNiX7BJxF,,,conferences,,,2025-07-21 17:20:21.733524+00,2025-07-21 17:20:21.733524+00
269ef839-f29b-4768-ac2c-dbf6b5ea4253,Guided Walks of the Old Course,,2025-11-20 12:00:00+00,,St Andrews Links Clubhouse,"West Sands Road, St Andrews",0101000020E6100000B3EDB435227806C0BD395CAB3D2C4C40,ticketmaster,tm-LvZ18_gTSGeFoT8ZvWYOx,https://ticketmaster-uk.tm7559.net/c/6709060/431519/7559?u=https%3A%2F%2Fwww.universe.com%2Fevents%2Fguided-walks-of-the-old-course-tickets-0762BT%3Fref%3Dticketmaster&utm_medium=affiliate,https://s1.ticketm.net/dam/c/093/c74cfd95-af21-4e64-9f85-47677b951093_105651_RECOMENDATION_16_9.jpg,,,,2025-11-20 17:09:12.649507+00,2025-11-20 17:09:12.649507+00
26c32bf5-b4a0-4ba8-acb1-d8f48ff4ab78,Jamaican Food Community Summer Event,"Sourced from predicthq.com - Come join us at the Jamaican Food Community Summer Event for a day filled with delicious food, vibrant music, and good vibes!",2025-08-30 11:00:00+00,2025-08-30 16:00:00+00,Near Glasgow Central,,0101000020E6100000F31FD26F5F0711C0A089B0E1E9ED4B40,predicthq,94fQicKMVsQVyZC8qT,,,festivals,,,2025-08-03 12:00:48.546938+00,2025-08-03 12:00:48.546938+00
26c485d6-0507-4592-b77a-7d566c941715,West Berkshire - Summer Holidays,Sourced from predicthq.com,2025-07-23 00:00:00+00,2025-09-03 23:59:59+00,Near Reading,,0101000020E61000002C6519E25817EFBF423EE8D9ACBA4940,predicthq,38h8H5WPWkq45cPoM8,,,school-holidays,,,2025-07-21 17:19:28.159972+00,2025-07-21 17:19:28.159972+00
26cecaff-2e58-4840-8ed4-e688c27f8137,QueerArts Queer Crafts,"Sourced from predicthq.com - Spend a couple of hours every month in a friendly atmosphere, letting your imagination flow freely.",2025-08-05 18:00:00+00,2025-08-05 20:00:00+00,Near York,,0101000020E6100000B0726891ED7CF1BF265305A392FA4A40,predicthq,HSTddfWewyysiTuFra,,,conferences,,,2025-08-03 12:00:15.687899+00,2025-08-03 12:00:15.687899+00
271a162d-581c-4b77-919b-9d75b318cdb0,Escuela Grind,Sourced from predicthq.com,2025-08-28 18:00:00+00,2025-08-28 18:00:00+00,Near Newcastle,,0101000020E610000070CE88D2DEE0F9BFA1D634EF387D4B40,predicthq,Cg7aWzD9N3gYL4rT4j,,,concerts,,,2025-08-03 12:00:20.431383+00,2025-08-03 12:00:20.431383+00
272817f5-1172-4987-bc95-e8a035cfff82,Greg Freeman,Sourced from predicthq.com,2025-09-01 19:00:00+00,2025-09-01 19:00:00+00,Near Brighton,,0101000020E6100000E9263108AC1CC2BF273108AC1C6A4940,predicthq,8FMmgq96KjGq4gsCPm,,,concerts,,,2025-08-03 12:01:07.423379+00,2025-08-03 12:01:07.423379+00
2730896d-06a0-4f77-95f0-79f66b8a2140,People Make Glasgow Theatre,"Sourced from predicthq.com - In association with a new Mitchell Library exhibition, Paul Bassett looks at Glasgow theatre over the past fifty years.",2025-08-30 12:00:00+00,2025-08-30 13:00:00+00,Near Glasgow Central,,0101000020E6100000F31FD26F5F0711C0A089B0E1E9ED4B40,predicthq,HpGQY3RW2SXSad8WLq,,,conferences,,,2025-08-03 12:00:48.497199+00,2025-08-03 12:00:48.497199+00
2740d3e2-1e21-4adc-bebb-739b1071ac31,The ELO Encounter,"Sourced from predicthq.com - Roll Over Beethoven, because the greatest tribute to Jeff Lynne’s ELO is here! Featuring all the timeless hits and Blue Skies too!",2025-08-31 18:30:00+00,2025-08-31 21:30:00+00,Near Brighton,,0101000020E6100000E9263108AC1CC2BF273108AC1C6A4940,predicthq,8XXMPBXSBScp4Hfja5,,,concerts,,,2025-08-03 12:01:07.554116+00,2025-08-03 12:01:07.554116+00
2765e2d3-1d56-4799-a4da-2691058d00bf,Lets go to the Circus! PMLD Day,"Sourced from predicthq.com - Roll up, Roll up and join our circus master for a day of fun in the big top!",2025-07-30 10:00:00+00,2025-07-30 14:00:00+00,Near Peterborough,,0101000020E610000062105839B4C8CEBF8B6CE7FBA9494A40,predicthq,BHnkJLDB89qYpnaDJD,,,festivals,,,2025-07-21 17:19:45.650814+00,2025-07-21 17:19:45.650814+00
276b2ac0-1eef-4817-84fa-4a62bb294545,Arif Lohar Live in Birmingham | Aa Jugni Aa | Roach Killa | H Dhami | Lohar,"Sourced from predicthq.com - Arif Lohar Live - ""Aa Jugni Aa"" with All Live Band also performing Roach Killa, H Dhami & Lohar Boys. Aug 29, Birmingham | Book Now",2025-08-29 18:30:00+00,2025-08-29 22:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,RpdZNDiYP38vpNNA7D,,,concerts,,,2025-08-03 12:00:28.292656+00,2025-08-03 12:00:28.292656+00
2791a874-6497-4c07-88d4-ea1484694101,Club Stigmata VS Bunker 13,Sourced from predicthq.com,2025-08-14 22:00:00+00,2025-08-14 22:00:00+00,Near Manchester Piccadilly,,0101000020E61000009B559FABADD801C0BE30992A18BD4A40,predicthq,AxpbTDkqgXSzQQfV7r,,,concerts,,,2025-07-21 17:20:14.321143+00,2025-07-21 17:20:14.321143+00
27d1e88b-0e60-4ed5-a899-c469f3fd393f,Society for Reproductive and Infant Psychology  Public Lecture 2025,"Sourced from predicthq.com - Integrating Better Maternal, Child and Family Mental Health Care into the Journey to New Parenthood: A View from Obstetrics and Paediatrics",2025-08-26 17:45:00+00,2025-08-26 19:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,5YM2wGji7Szs4UEgC5,,,conferences,,,2025-08-03 12:00:41.159626+00,2025-08-03 12:00:41.159626+00
27ebc666-9391-42ed-9e9b-2186c35a90dd,Soul II Soul and Greg Wilson,Sourced from predicthq.com,2025-08-09 18:00:00+00,2025-08-09 18:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,EWxFycx4kToNVvf6Db,,,concerts,,,2025-07-21 17:20:16.721372+00,2025-07-21 17:20:16.721372+00
27f47c3d-b44d-414e-b577-1280b30ab9a2,One More Time - 90's & 00's Party,"Sourced from predicthq.com - One More Time, the ultimate 90's & 00's party",2025-08-15 22:00:00+00,2025-08-16 03:00:00+00,Near Bristol Temple Meads,,0101000020E61000002CD49AE61DA704C01A51DA1B7CB94940,predicthq,EXrRPb7r5o7pCjiwLt,,,community,,,2025-07-21 17:19:36.861098+00,2025-07-21 17:19:36.861098+00
28067773-5233-4cb4-a560-108196c0e8b8,Foodies Festival Oxford,Sourced from predicthq.com,2025-08-23 10:00:00+00,2025-08-25 20:00:00+00,Near Oxford,,0101000020E6100000C364AA605452F4BF0E4FAF9465E04940,predicthq,35Uft84y9KXRpz8qFo,,,expos,,,2025-08-03 12:01:00.05396+00,2025-08-03 12:01:00.05396+00
2811e236-106a-426b-a47e-a529ce744f1b,Championship - Oxford United vs Birmingham City,Sourced from predicthq.com,2025-08-23 14:00:00+00,2025-08-23 14:00:00+00,Near Birmingham New Street,,0101000020E61000003108AC1C5A64FEBFB003E78C283D4A40,predicthq,7GByoiNDcfh2Ug3Z9o,,,sports,,,2025-08-03 12:00:29.563135+00,2025-08-03 12:00:29.563135+00
2831ad7f-c124-4005-b59e-7ed90da655be,The Royston Club,Sourced from predicthq.com,2025-08-08 17:00:00+00,2025-08-08 17:00:00+00,Near Liverpool Lime Street,,0101000020E6100000705F07CE19D107C0234A7B832FB44A40,predicthq,4jYCErbBdPqqi7Dnqj,,,concerts,,,2025-07-21 17:20:17.427022+00,2025-07-21 17:20:17.427022+00
285c4109-c2c4-496c-b5d0-247f98ba3766,Carnaval de Londres 2025,"Sourced from predicthq.com - LE CARNAVAL DE LONDRES "" NOTTING HILL CARNIVAL ""
DU MERCREDI 20 AOUT AU MARDI 26 AOUT 2025",2025-08-20 22:00:00+00,2025-08-26 11:00:00+00,Near London Paddington,,0101000020E610000099BB96900F7AC6BF448B6CE7FBC14940,predicthq,GPuyXUSZTCfwdNVYMz,,,festivals,,,2025-07-21 17:19:06.739753+00,2025-07-21 17:19:06.739753+00
28bd3615-b4c4-49d2-a273-389e02fb5b98,TEDxMilton Keynes Youth,Sourced from predicthq.com - Hey guys! Get ready for an inspiring day at TEDxMilton Keynes Youth where young voices will be heard loud and clear!,2025-08-12 10:00:00+00,2025-08-12 16:00:00+00,Near Milton Keynes Central,,0101000020E610000027C286A757CAE8BF3E7958A835054A40,predicthq,4SXbpoEVBmdE6aXm5Q,,,conferences,,,2025-07-21 17:20:10.233127+00,2025-07-21 17:20:10.233127+00
28ca414d-564f-4872-9bbc-8ade3edc7205,Cabaret At The Kit Kat Club,Sourced from predicthq.com,2025-09-02 18:30:00+00,2025-09-02 18:30:00+00,Near London Waterloo,,0101000020E610000064CC5D4BC807BDBF0E4FAF9465C04940,predicthq,7HhBWEyU5esB6tvxok,,,performing-arts,,,2025-08-03 11:59:26.054942+00,2025-08-03 11:59:26.054942+00
28ce875e-0aa8-4c7b-a774-480374b7a3a4,Outdoor Cinema - Mamma Mia - Festival - Newport,Sourced from predicthq.com - The Outdoor Cinema & Festival Presents Mamma Mia with a singing performance on before the film starts!,2025-08-09 18:00:00+00,2025-08-09 20:55:00+00,Near Newport (South Wales),,0101000020E61000006A4DF38E53F407C088635DDC46CB4940,predicthq,EtU9L9eL4CU2dZhPXY,,,festivals,,,2025-07-21 17:19:43.282236+00,2025-07-21 17:19:43.282236+00
28f0df75-a601-4707-b462-f35fc4d4236f,Tutankhamun,Sourced from predicthq.com,2025-09-02 22:59:00+00,2025-09-02 22:59:00+00,Near Glasgow Central,,0101000020E6100000F31FD26F5F0711C0A089B0E1E9ED4B40,predicthq,6fdSERiRVmXmuSWiyx,,,expos,,,2025-08-03 12:00:46.064328+00,2025-08-03 12:00:46.064328+00
28f2110c-3171-4593-bbbf-86b478effd37,We Move and Clean Annual Removals Collaboration Event,"Sourced from predicthq.com - Lucas Abraham of We Move and Clean is hosting his annual removal company collaboration event.

Moving company business owners may attend.",2025-07-28 09:30:00+00,2025-07-28 13:30:00+00,Near Swindon,,0101000020E61000003CBD5296218EFCBFC66D3480B7C84940,predicthq,fEGcLRcawyGxowHfE3,,,conferences,,,2025-07-21 17:19:32.764536+00,2025-07-21 17:19:32.764536+00
28f43817-4c2f-4fdb-8719-100c598caa6d,Queen of the Night - A Tribute to Whitney Houston,Sourced from predicthq.com,2025-08-08 18:30:00+00,2025-08-08 18:30:00+00,Near Cardiff Central,,0101000020E610000074B515FBCB6E09C076E09C11A5BD4940,predicthq,kc7EXx75P8AL289UjA,,,community,,,2025-07-21 17:19:40.333671+00,2025-07-21 17:19:40.333671+00
2916318e-17d1-412b-be11-2a6e432b8ef7,Legend: A Tribute to Bob Marley,Sourced from predicthq.com - Legend: A Tribute to Bob Marley,2025-08-23 18:00:00+00,2025-08-23 21:30:00+00,Near Bristol Temple Meads,,0101000020E61000002CD49AE61DA704C01A51DA1B7CB94940,predicthq,3wKEM4aKPvqi8U4UHk,,,community,,,2025-08-03 11:59:56.497411+00,2025-08-03 11:59:56.497411+00
2917c5d0-4808-430a-ab7e-0cc7d08ed5af,TASTE OF THE CARIBBEAN: Food & Drink Festival BASINGSTOKE,"Sourced from predicthq.com - An unforgettable outdoor street food experience with food from different islands of the Caribbean, live music, funfair rides and rum punch.",2025-08-30 09:00:00+00,2025-08-30 19:00:00+00,Near Basingstoke,,0101000020E61000003108AC1C5A64F1BF60764F1E16A24940,predicthq,6aAKZpAPJkDpMeo8Et,,,festivals,,,2025-08-03 11:59:38.230578+00,2025-08-03 11:59:38.230578+00
291c9ba7-fe9e-4647-a46d-bba79cc65389,Falling Doves,Sourced from predicthq.com,2025-08-29 19:00:00+00,2025-08-29 19:00:00+00,Near Leeds,,0101000020E6100000D3BCE3141DC9F8BF3D9B559FABE54A40,predicthq,5FGeU8R4mtgZS6sif5,,,concerts,,,2025-08-03 12:00:56.68224+00,2025-08-03 12:00:56.68224+00
